id,location,wof_id
2013649912,"missouri,saint louis",102086173
2019631684,burma,85632181
2018645569,"california,san francisco",102087579
2003666462,"seoul,korea,south korea",102026327
2017659402,"niagara falls,new york",404522745
2011647078,"union square,new york,new york city,united states",421205771
2017647473,washington d.c.,85931779
2013649941,"missouri,saint louis",102086173
90708771,greece,85633171
2020682900,italy,85633253
2018653603,pennsylvania,85688481
2017652007,arizona,85688719
2006689692,"china,beijing",85669727
2021645977,south africa,85633813
2004679664,"fifth avenue,new york",85688543
2021639610,norway,85633341
2021644478,spain,85633129
2020682648,ireland,85633241
2018650981,new york,85688543
2021644423,scotland,102087849
2019638865,"england,london",101750367
2018645510,"california,san francisco,golden gate park",85865925
2018645416,"calaveras county,california",102080867
2019644105,"germany,berlin",1729471691
2019644152,"germany,berlin",1729471691
2020683998,italy,85633253
2018648541,"saint augustine,florida",85932455
2020637393,japan,85632429
2020682923,italy,85633253
2021642064,saint vincent island,85633249
2022648617,switzerland,85633051
2020680445,germany,85633111
2021646971,"colombo,sri lanka",85673811
2021646734,"spain,madrid",85682783
2017647779,united states,85633793
2022649475,"germany,cologne",102063715
2018648290,idaho,85688657
2020680573,greece,85633171
2017647060,washington d.c.,85931779
2018651968,oregon,85688513
2018647193,colorado,85688603
2018645886,california,85688637
2011646725,"united states,charleston,south carolina",102085591
2020684096,italy,85633253
2020638606,mexico,85633293
2021639700,panama,85632179
2022643923,sweden,85633789
2003680487,"greece,patra",101752325
2020634029,japan,85632429
2020680313,germany,85633111
90713869,"puerto rico,san juan",85667997
2021635870,"netherlands,rotterdam",101751843
2020681246,india,85632469
98500557,ireland,85633241
2018645874,california,85688637
96520265,"puerto rico,mayagüez",102080311
2020680437,germany,85633111
2020680026,germany,85633111
2022645067,sweden,85633789
2020680489,germany,85633111
2017659030,"georgia,savannah",85936939
2022647483,"wisconsin,new richmond",85948205
2020684009,italy,85633253
2022644376,switzerland,85633051
2022645680,wales,1125893361
2018664302,washington,85688623
2021637108,"mexico,san juan teotihuacán",102074039
2015650228,"fort moultrie,united states,south carolina",85820163
2017650495,"valley forge,pennsylvania",1125778235
2020682257,ireland,85633241
2013650347,"london,england,thames river",404502987
2017651464,"chicago,illinois",404496273
2022646665,sweden,85633789
2022644174,switzerland,85633051
2020681003,greece,85633171
2002698786,"california,san francisco",102087579
2021638056,norway,85633341
2017647205,washington d.c.,85931779
2019636345,england,85921113
2020684459,jamaica,85632215
2020683521,italy,85633253
2020684467,jamaica,85632215
2009630185,"virginia,united states",85688747
2017649611,"street,bowery,new york,new york city",421205771
2017656860,"new york,new york city",421205771
2018650296,new york,85688543
2002717123,"pennsylvania avenue,washington d.c.",85931779
2021637913,norway,85633341
2018649108,"marion,indiana",102087201
2021641735,"russia,moscow",85688085
2017647750,"france,paris",85683497
2019641500,"france,fontainebleau",85935887
2020639579,mexico,85633293
2021638012,norway,85633341
2021642716,philippines,85632509
2020684982,japan,85632429
2020682478,ireland,85633241
2017649345,"manhattan,new york",421205771
2015651916,serbia,85633755
2020681505,india,85632469
2018649875,"worcester,massachusetts,ma.",102084655
2006677578,"mississippi river,wisconsin",85688517
2022645457,turkey,85632393
2020684933,japan,85632429
2022643982,norway,85633341
2016646070,germany,85633111
2017649317,"brooklyn bridge,new york",421205765
2020682813,italy,85633253
2020682315,ireland,85633241
91795984,"georgia,atlanta",85688535
2018647712,colorado,85688603
2020683086,italy,85633253
2005677471,"united states,charleston,south carolina",102085591
2018646186,"california,san jose",85670391
2022646916,switzerland,85633051
2018645404,"berkeley,california",85921915
2021640729,norway,85633341
2021646847,"seville,spain",85682841
2017658945,"new york,central park",85979165
2020681462,india,85632469
2015646727,"fort moultrie,united states,charleston,south carolina",85820163
2021639561,"stalheim,norway",1309897515
2020632706,japan,85632429
2020684942,japan,85632429
2020637776,japan,85632429
2017660671,"virginia,richmond",102081779
2022644311,sweden,85633789
2011648473,"united states,charleston,south carolina",102085591
2022644076,switzerland,85633051
2010647368,washington d.c.,85931779
2020683795,italy,85633253
2018648522,"saint augustine,florida",85932455
2021637103,"mexico,san juan teotihuacán",102074039
2017646893,washington d.c.,85931779
2017650727,"rouseville,pennsylvania",101717323
2022644040,switzerland,85633051
2017648011,washington d.c.,85931779
2018649037,"chicago,illinois",404496273
2015645058,"louisiana,new orleans",85948111
2017656928,"new york,coney island",85812061
96519960,"puerto rico,san juan",85667997
2020682013,ireland,85633241
2018647340,hawaii,85688671
2022645117,switzerland,85633051
89712090,"chicago,illinois",404496273
2018654193,"nashville,tennessee",101723183
2019639890,"england,saint michael's mount",404432557
2022646057,switzerland,85633051
2015646068,pennsylvania,85688481
2017656906,"luna park,new york,coney island",85812061
2020684854,japan,85632429
2018650133,"missouri,saint louis",102086173
2018647370,"honolulu,hawaii",102085417
2020632793,japan,85632429
2018645660,"colorado,clear creek canyon",102085081
92511649,"new york,central park",85979165
2017657094,washington d.c.,85931779
2011660068,"petersburg,virginia,united states",101728959
2019630054,west virginia,85688589
2020638600,mexico,85633293
2018648986,"chicago,illinois",404496273
2020683493,italy,85633253
2017648992,"prospect park,new york,brooklyn",85869605
2021641710,"russia,moscow",85688085
2021645497,"manila,philippines",1159397249
2022643623,"göteborg,sweden",101752295
2009630937,"virginia,hampton,united states",102084913
2010647382,washington d.c.,85931779
2009631326,"charleston,south carolina",102085591
94500644,"killarney,ireland,kerry",101803613
2017657280,"niagara falls,ontario,new york,niagara river",404502987
2017646940,washington d.c.,85931779
2017659026,"georgia,savannah",85936939
2021644282,scotland,102087849
2020680051,germany,85633111
2003662256,"montego bay,jamaica",890444671
2020637808,japan,85632429
2017657600,washington d.c.,85931779
2020684146,italy,85633253
2017659049,"kentucky,louisville",85947523
2018650002,"mi.,detroit,michigan",404506393
2017651278,pennsylvania,85688481
2022644946,tunisia,85632703
2022647491,"wisconsin river,wisconsin",1729459455
2020680667,greece,85633171
2017660537,"plainfield,new jersey",85975849
2017657076,washington d.c.,85931779
91481711,ireland,85633241
2020634597,japan,85632429
2020682950,italy,85633253
2020684629,jamaica,85632215
2011649162,"petersburg,virginia,united states",101728959
2020682804,italy,85633253
2020682977,italy,85633253
2016653353,new york,85688543
2018647402,"honolulu,hawaii",102085417
2019642440,"france,paris",85683497
2020637626,"java,indonesia",102020395
2018650036,"mi.,sault ste. marie,michigan",404507197
2021637937,norway,85633341
2020632658,japan,85632429
2020638704,mexico,85633293
2020632833,japan,85632429
2020681516,india,85632469
201765974,"new york,new york city",421205771
95512909,"guanajuato,mexico",85686629
2016653336,new york,85688543
2020684847,japan,85632429
96508460,washington d.c.,85931779
2020680174,germany,85633111
2013649381,"missouri,saint louis",102086173
2021646508,sri lanka,85632313
2018652895,utah,85688567
2017650543,"mammoth cave,kentucky",1125962773
2021646875,"seville,spain",85682841
2018648491,"daytona,florida",85932697
2021635855,"monnikendam,netherlands",101807369
2017648954,"harlem river,new york,new york city",907216433
2011660489,"virginia,united states,richmond",102081779
2017651247,jerusalem,85672551
2015651933,"france,verdun",101828321
2021637996,norway,85633341
2022643588,"sweden,göta canal",85876035
2018648802,"saint augustine,florida",85932455
2020637692,"java,indonesia",102020395
2010649046,"oyster bay,new york",404521475
2017649630,new york,85688543
2017659883,"kings canyon national park,california",1125838645
96508200,washington d.c.,85931779
2016646725,"united states,washington d.c.",85931779
2017659008,"new york,new york city",421205771
2006676207,"yosemite national park,california",85688637
2017660697,"mount vernon,estate,virginia,mount vernon estate",102083407
89706270,korea,85632231
2017657086,washington d.c.,85931779
2010649011,"colorado,glenwood springs",85929395
2022645652,switzerland,85633051
2017651270,"baxter springs,kansas",85945135
2021646963,"colombo,sri lanka",85673811
2015651792,"virginia,united states,richmond",102081779
90706169,united states,85633793
2021644305,scotland,102087849
2020638546,mexico,85633293
2018650039,"mi.,sault ste. marie,michigan",404507197
2022646994,switzerland,85633051
2021636062,"zeeland,netherlands",85687037
2020682872,italy,85633253
90713197,"philadelphia,pennsylvania",101718083
2021642575,scotland,102087849
2020682312,ireland,85633241
2022648323,"virginia,norfolk",1360698955
2017645321,new york,85688543
2020684504,jamaica,85632215
2004680423,"texas,galveston",101724827
2019639889,"england,saint michael's mount",404432557
2020681757,india,85632469
2022645720,wales,1125893361
2017647159,washington d.c.,85931779
2017660565,"london,england",101750367
2020682191,ireland,85633241
2020681547,india,85632469
2017651741,"johnstown,pennsylvania",404485115
2017650951,"new york,new york city",421205771
2018649586,"minnesota,hibbing",85968501
